"identifier_ric","company_name","ticker_symbol","naics_sector_name","organization_website","contact_email_address","country_of_headquarters","index_name","mx_company_name","mx_country","mx_type","mx_country_group","mx_type_group"
"ROSN.MM","NK Rosneft' PAO","ROSN","Mining, Quarrying, and Oil and Gas Extraction","https://www.rosneft.ru/","ir@rosneft.ru","Russia","MSCI Russia 25:50","NK Rosneft' PAO","Russia","Provider","Russia","Self"
"RUAL.MM","OK Rusal MKPAO","RUAL","Manufacturing","https://rusal.ru/","investorRelations@rusal.com","Russia","MSCI Russia 25:50","OK Rusal MKPAO","Russia","Provider","Russia","Self"
"SBER.MM","Sberbank Rossii PAO","SBER","Finance and Insurance","https://www.sberbank.ru/","ir@sberbank.ru","Russia","MSCI Russia 25:50","Sberbank Rossii PAO","Russia","Provider","Russia","Self"
"SNGS.MM","Surgutneftegaz PAO","SNGS","Mining, Quarrying, and Oil and Gas Extraction","https://www.surgutneftegas.ru/","ir-ext@surgutneftegas.ru","Russia","MSCI Russia 25:50","Surgutneftegaz PAO","Russia","Provider","Russia","Self"
"SNGS_p.MM","Surgutneftegaz PAO","SNGSP","Mining, Quarrying, and Oil and Gas Extraction","https://www.surgutneftegas.ru/","ir-ext@surgutneftegas.ru","Russia","MSCI Russia 25:50","Surgutneftegaz PAO","Russia","Provider","Russia","Self"
"TATN.MM","Tatneft' PAO","TATN","Mining, Quarrying, and Oil and Gas Extraction","https://www.tatneft.ru/","ir@tatneft.net","Russia","MSCI Russia 25:50","Tatneft' PAO","Russia","Provider","Russia","Self"
"TCSGDR.MM","TCS Group Holding PLC","TCSG","Finance and Insurance","https://tcsgh.com.cy/",,"United States","MSCI Russia 25:50","Microsoft","United States","Provider","United States","Managed"
"VKCODR.MM","VK Company Ltd","VKCO","Professional, Scientific, and Technical Services","https://vk.company/en/","ir@vk.company","Cyprus","MSCI Russia 25:50","VK Company Ltd","Russia","Provider","Russia","Self"
"VTBR.MM","Bank VTB PAO","VTBR","Finance and Insurance","https://www.vtb.ru/","InvestorRelations@vtb.ru","Russia","MSCI Russia 25:50","Bank VTB PAO","Russia","Provider","Russia","Self"
"YNDX.MM","Yandex NV","YNDX","Information","https://yandex.com/","askIR@yandex-team.ru","Netherlands","MSCI Russia 25:50","Yandex","Russia","Provider","Russia","Managed"
"A.N","Agilent Technologies Inc","A","Manufacturing","https://www.agilent.com/","investor_relations@agilent.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"AAL.OQ","American Airlines Group Inc","AAL","Transportation and Warehousing","https://americanairlines.gcs-web.com/","investor.relations@aa.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"AAP.N","Advance Auto Parts Inc","AAP","Retail Trade","https://shop.advanceautoparts.com/","invrelations@advance-auto.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"AAPL.OQ","Apple Inc","AAPL","Manufacturing","https://www.apple.com/",,"United States","S&P 500","Apple Inc","United States","Provider","United States","Self"
"ABBV.N","Abbvie Inc","ABBV","Manufacturing","https://www.abbvie.com/",,"United States","S&P 500","Cisco","United States","Security","United States","Managed"
"ABC.N","Amerisourcebergen Corp","ABC","Wholesale Trade","https://www.amerisourcebergen.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"ABMD.OQ","ABIOMED Inc","ABMD","Manufacturing","https://www.abiomed.com/",,"United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"ABT.N","Abbott Laboratories","ABT","Manufacturing","https://www.abbott.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"ACGL.OQ","Arch Capital Group Ltd","ACGL","Finance and Insurance","https://www.archgroup.com/","ir@archcapservices.com","Bermuda","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"ACN.N","Accenture PLC","ACN","Professional, Scientific, and Technical Services","https://www.accenture.com/ie-en/","investor.relations@accenture.com","Ireland","S&P 500","ProofPoint","United States","Security","United States","Managed"
"ADBE.OQ","Adobe Inc","ADBE","Information","https://www.adobe.com/","ir@adobe.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"ADI.OQ","Analog Devices Inc","ADI","Manufacturing","https://www.analog.com/","investor.relations@analog.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"ADM.N","Archer-Daniels-Midland Co","ADM","Manufacturing","https://www.adm.com/","investorrelations@adm.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"ADP.OQ","Automatic Data Processing Inc","ADP","Professional, Scientific, and Technical Services","https://www.adp.com/","Investor.Mail@ADP.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"ADSK.OQ","Autodesk Inc","ADSK","Information","https://www.autodesk.com/","erika.cummings@autodesk.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"AEE.N","Ameren Corp","AEE","Utilities","https://www.ameren.com/","akirk@ameren.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"AEP.OQ","American Electric Power Company Inc","AEP","Utilities","https://www.aep.com/",,"United States","S&P 500","American Electric Power Company Inc","United States","Provider","United States","Self"
"AES.N","AES Corp","AES","Utilities","https://www.aes.com/","susan.harcourt@aes.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"AFL.N","Aflac Inc","AFL","Finance and Insurance","https://www.aflac.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"AIG.N","American International Group Inc","AIG","Finance and Insurance","https://www.aig.com/individual","IR@aig.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"AIZ.N","Assurant Inc","AIZ","Finance and Insurance","https://www.assurant.com/","Investor.Relations@assurant.com","United States","S&P 500","Assurant Inc","United States","Provider","United States","Self"
"AJG.N","Arthur J. Gallagher & Co.","AJG","Finance and Insurance","https://www.ajg.com/","ray_iardella@ajg.com","United States","S&P 500","Symantec","United States","Security","United States","Managed"
"AKAM.OQ","Akamai Technologies Inc","AKAM","Professional, Scientific, and Technical Services","https://www.akamai.com/","invrel@akamai.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"ALB.N","Albemarle Corp","ALB","Manufacturing","https://www.albemarle.com/","invest@albemarle.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"ALGN.OQ","Align Technology Inc","ALGN","Manufacturing","https://www.aligntech.com/","investorinfo@aligntech.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"ALK.N","Alaska Air Group Inc","ALK","Transportation and Warehousing","https://investor.alaskaair.com/","ALKInvestorRelations@alaskaair.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"ALL.N","Allstate Corp","ALL","Finance and Insurance","https://www.allstateinvestors.com/investor-overview?c=93125&p=irol-irhome","invrel@allstate.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"ALLE.N","Allegion PLC","ALLE","Administrative and Support and Waste Management and Remediation Services","https://www.allegion.com/corp/en/index.html",,"Ireland","S&P 500","ProofPoint","United States","Security","United States","Managed"
"AMAT.OQ","Applied Materials Inc","AMAT","Manufacturing","https://www.appliedmaterials.com/","investor_relations@amat.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"AMCR.N","Amcor PLC","AMCR","Manufacturing","https://www.amcor.com/",,"United Kingdom","S&P 500","Microsoft","United States","Provider","United States","Managed"
"AMD.OQ","Advanced Micro Devices Inc","AMD","Manufacturing","https://www.amd.com/en","Investor.Relations@amd.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"AME.N","AMETEK Inc","AME","Manufacturing","https://www.ametek.com/","investor.relations@ametek.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"AMGN.OQ","Amgen Inc","AMGN","Professional, Scientific, and Technical Services","https://www.amgen.com/","investor.relations@amgen.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"AMP.N","Ameriprise Financial Inc","AMP","Finance and Insurance","https://www.ameriprise.com/","Investor.Relations@ampf.com","United States","S&P 500","Cisco","United States","Security","United States","Managed"
"AMT.N","American Tower Corp","AMT","Real Estate and Rental and Leasing","https://www.americantower.com/","investor.relations@americantower.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"AMZN.OQ","Amazon.com Inc","AMZN","Retail Trade","https://www.amazon.com/","amazon-ir@amazon.com","United States","S&P 500","Amazon.com Inc","United States","Provider","United States","Self"
"ANET.N","Arista Networks Inc","ANET","Manufacturing","https://www.arista.com/en/","liz@arista.com","United States","S&P 500","Google","United States","Provider","United States","Managed"
"ANSS.OQ","ANSYS Inc","ANSS","Information","https://www.ansys.com/","kelsey.debriyn@ansys.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"AON.N","Aon PLC","AON","Finance and Insurance","https://www.aon.com/","investor.relations@aon.com","Ireland","S&P 500","Microsoft","United States","Provider","United States","Managed"
"AOS.N","A O Smith Corp","AOS","Manufacturing","https://www.aosmith.com/","hgurholt@aosmith.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"APA.OQ","APA Corp (US)","APA","Mining, Quarrying, and Oil and Gas Extraction","https://apacorp.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"APD.N","Air Products and Chemicals Inc","APD","Manufacturing","https://www.airproducts.com/",,"United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"APH.N","Amphenol Corp","APH","Manufacturing","https://www.amphenol.com/","IR@amphenol.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"APTV.N","Aptiv PLC","APTV","Manufacturing","https://www.aptiv.com","ir@aptiv.com","Ireland","S&P 500","ProofPoint","United States","Security","United States","Managed"
"ARE.N","Alexandria Real Estate Equities Inc","ARE","Real Estate and Rental and Leasing","https://www.are.com/","corporateinformation@are.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"ATO.N","Atmos Energy Corp","ATO","Utilities","https://www.atmosenergy.com/",,"United States","S&P 500","Atmos Energy Corp","United States","Provider","United States","Self"
"ATVI.OQ","Activision Blizzard Inc","ATVI","Information","https://www.activisionblizzard.com/","ir@activision.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"AVB.N","Avalonbay Communities Inc","AVB","Real Estate and Rental and Leasing","https://www.avaloncommunities.com/","investor_relations@avalonybay.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"AVGO.OQ","Broadcom Inc","AVGO","Manufacturing","https://www.broadcom.com",,"United States","S&P 500","Google","United States","Provider","United States","Managed"
"AVY.N","Avery Dennison Corp","AVY","Manufacturing","https://www.averydennison.com/","investorcom@averydennison.com","United States","S&P 500","Google","United States","Provider","United States","Managed"
"AWK.N","American Water Works Company Inc","AWK","Utilities","https://www.amwater.com/","ir@amwater.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"AXP.N","American Express Co","AXP","Finance and Insurance","https://www.americanexpress.com/","IR@aexp.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"AZO.N","Autozone Inc","AZO","Retail Trade","https://about.autozone.com/","investor.relations@autozone.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"BA.N","Boeing Co","BA","Manufacturing","https://www.boeing.com/",,"United States","S&P 500","Boeing Co","United States","Provider","United States","Self"
"BAC.N","Bank of America Corp","BAC","Finance and Insurance","https://www.bankofamerica.com","i_r@bankofamerica.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"BALL.N","Ball Corp","BALL","Manufacturing","https://www.ball.com/","ascott@ball.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"BAX.N","Baxter International Inc","BAX","Manufacturing","https://www.baxter.com/",,"United States","S&P 500","Cisco","United States","Security","United States","Managed"
"BBWI.N","Bath & Body Works Inc","BBWI","Retail Trade","https://www.bbwinc.com/","InvestorRelations@bbw.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"BBY.N","Best Buy Co Inc","BBY","Retail Trade","https://investors.bestbuy.com/","investorrelations@bestbuy.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"BDX.N","Becton Dickinson and Co","BDX","Manufacturing","https://www.bd.com/","kristen.cardillo@bd.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"BEN.N","Franklin Resources Inc","BEN","Finance and Insurance","https://www.franklinresources.com/","investorrelations@franklintempleton.com","United States","S&P 500","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"BFb.N","Brown-Forman Corp","BF.B","Manufacturing","https://www.brown-forman.com/","Investor_Relations@b-f.com","United States","S&P 500","Google","United States","Provider","United States","Managed"
"BIIB.OQ","Biogen Inc","BIIB","Manufacturing","https://www.biogen.com/","IR@biogen.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"BIO.N","Bio Rad Laboratories Inc","BIO","Manufacturing","https://www.bio-rad.com/","ir@bio-rad.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"BK.N","Bank of New York Mellon Corp","BK","Finance and Insurance","https://www.bnymellon.com/",,"United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"BKNG.OQ","Booking Holdings Inc","BKNG","Administrative and Support and Waste Management and Remediation Services","https://www.bookingholdings.com/",,"United States","S&P 500","Google","United States","Provider","United States","Managed"
"BKR.OQ","Baker Hughes Co","BKR","Mining, Quarrying, and Oil and Gas Extraction","https://www.bakerhughes.com/","investor.relations@bakerhughes.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
"BLK.N","BlackRock Inc","BLK","Finance and Insurance","https://www.blackrock.com/","invrel@blackrock.com","United States","S&P 500","ProofPoint","United States","Security","United States","Managed"
"BMY.N","Bristol-Myers Squibb Co","BMY","Manufacturing","https://www.bms.com/","Investor.Relations@bms.com","United States","S&P 500","Microsoft","United States","Provider","United States","Managed"
